City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,san pedro de uraba,8.2752,-76.3764,31.68,62,38,0.96,CO,1696007551
286,hoshangabad,22.75,77.7167,26.11,69,89,1.05,IN,1696007551
287,port douglas,-16.4833,145.4667,22.76,74,87,7.87,AU,1696007433
288,remire-montjoly,4.9167,-52.2667,33.02,55,40,5.14,GF,1696007551
289,dhanera,24.5167,72.0167,28.91,51,2,2.99,IN,1696007551
290,isiro,2.7739,27.616,20.87,98,91,1.37,CD,1696007551
291,laela,-8.5667,32.05,24.71,29,65,0.78,TZ,1696007362
292,mushie,-3.0167,16.9,29.73,53,82,2.73,CD,1696007551
293,coari,-4.085,-63.1414,38.16,29,36,2.74,BR,1696007552
294,ebon,4.582,168.6964,27.08,85,100,8.15,MH,1696007552
295,lebu,-37.6167,-73.65,13.46,65,0,7.37,CL,1696007552
296,impfondo,1.6381,18.0667,23.46,91,100,1.48,CG,1696007552
297,zhosaly,45.4878,64.0781,18.21,34,78,2.57,KZ,1696007552
298,ar ruseris,11.8659,34.3869,26.65,74,48,2.52,SD,1696007552
299,ishigaki,24.3448,124.1572,28.52,81,12,4.66,JP,1696007552
300,banda aceh,5.5577,95.3222,26.62,84,91,3.09,ID,1696007408
301,batouri,4.4333,14.3667,21.92,86,86,0.87,CM,1696007552
302,masuguru,-11.3667,38.4167,28.77,49,84,3.57,TZ,1696007552
303,waingapu,-9.6567,120.2641,24.46,77,79,1.89,ID,1696007552
304,prieska,-29.6641,22.7474,26.43,10,47,3.72,ZA,1696007552
305,sandwip,22.4678,91.4561,27.53,86,100,7.67,BD,1696007552
306,kuqa,41.7278,82.9364,19.52,29,100,0.84,CN,1696007552
307,bakal,54.9417,58.8083,7.16,98,100,1.15,RU,1696007553
308,luis correia,-2.8792,-41.6669,32.0,58,0,7.72,BR,1696007553
309,thaba-tseka,-29.522,28.6084,15.36,29,0,3.55,LS,1696007553
310,puerto san jose,13.9256,-90.8244,29.38,71,100,1.6,GT,1696007553
311,winnemucca,40.973,-117.7357,15.03,31,0,2.06,US,1696007553
312,praia da vitoria,38.7333,-27.0667,24.14,83,40,7.2,PT,1696007553
313,howard springs,-12.497,131.047,26.95,66,81,0.86,AU,1696007553
314,northam,51.0333,-4.2167,15.37,84,68,4.77,GB,1696007553
315,north tamworth,-31.0778,150.9261,11.06,76,0,2.06,AU,1696007553
316,neiafu,-18.65,-173.9833,22.38,94,100,2.57,TO,1696007553
317,carutapera,-1.195,-46.02,32.16,52,4,4.8,BR,1696007553
318,isabela,6.7085,121.9711,26.3,84,62,1.89,PH,1696007554
319,pocone,-16.2567,-56.6228,43.57,21,11,0.47,BR,1696007443
320,new norfolk,-42.7826,147.0587,8.17,98,61,1.35,AU,1696007554
321,sitia,35.2,26.0986,24.43,76,34,3.17,GR,1696007554
322,port saint john's,-31.6229,29.5448,22.09,77,0,4.2,ZA,1696007554
323,saint-pierre,-21.3393,55.4781,22.82,68,0,1.54,RE,1696007554
324,alvaraes,-3.2208,-64.8042,34.93,23,21,1.85,BR,1696007554
325,revda,56.801,59.9303,9.11,96,99,0.94,RU,1696007554
326,midvagur,62.0511,-7.1939,11.46,93,100,7.72,FO,1696007554
327,port alfred,-33.5906,26.891,21.21,79,19,0.45,ZA,1696007554
328,kitimat,54.0524,-128.6534,10.38,63,26,0.89,CA,1696007555
329,muscat,23.6139,58.5922,31.43,41,0,3.29,OM,1696007555
330,siavonga,-16.5382,28.7088,29.68,43,39,0.17,ZM,1696007555
331,vallenar,-28.5708,-70.7581,27.05,20,69,3.26,CL,1696007555
332,barra do corda,-5.5,-45.25,40.48,20,73,2.66,BR,1696007555
333,tsengel,49.4783,100.8894,2.89,78,0,1.24,MN,1696007555
334,caacupe,-25.3833,-57.15,27.25,31,84,0.71,PY,1696007555
335,san fernando,15.0286,120.6898,27.85,91,99,1.4,PH,1696007273
336,canguaretama,-6.38,-35.1289,30.02,54,53,6.32,BR,1696007555
337,arraial do cabo,-22.9661,-42.0278,21.92,73,75,6.17,BR,1696007555
338,marshall,34.3834,-86.3333,26.17,53,0,0.0,US,1696007556
339,hadibu,12.65,54.0333,27.02,82,55,1.21,YE,1696007556
340,bani walid,31.7566,13.9942,26.3,42,52,5.79,LY,1696007556
341,dauphin,51.1494,-100.0502,15.08,63,0,3.6,CA,1696007556
342,muromtsevo,56.3724,75.2418,7.29,86,39,1.81,RU,1696007556
343,fraga,41.5229,0.3489,31.62,35,2,1.0,ES,1696007556
344,sarmiento,-45.5882,-69.07,13.69,39,1,4.04,AR,1696007556
345,anan,33.9167,134.65,23.68,67,33,1.12,JP,1696007556
346,ciutadella,40.0011,3.8414,25.45,75,0,3.83,ES,1696007556
347,north platte,41.1239,-100.7654,21.94,60,0,4.12,US,1696007556
348,sinabang,2.4803,96.3801,26.72,80,98,3.26,ID,1696007556
349,fisterra,42.9049,-9.2629,25.97,92,12,4.74,ES,1696007556
350,lichinga,-13.3128,35.2406,21.05,60,0,2.06,MZ,1696007556
351,matoury,4.8483,-52.3317,32.98,55,40,5.14,GF,1696007557
352,mil'kovo,55.6078,37.7956,18.92,63,64,2.9,RU,1696007557
353,vilyuchinsk,52.9306,158.4028,5.24,73,92,0.71,RU,1696007557
354,whitehorse,60.7161,-135.0538,5.43,95,100,1.03,CA,1696007557
355,susanville,40.4163,-120.653,16.73,44,0,1.79,US,1696007557
356,yeppoon,-23.1333,150.7333,18.88,86,3,3.14,AU,1696007557
357,ta`u,-14.2336,-169.5144,26.75,78,76,4.16,AS,1696007557
358,aginskoye,51.1,114.53,6.98,72,99,2.28,RU,1696007557
359,kargopol',61.5071,38.9456,13.17,78,91,3.05,RU,1696007441
360,valle nacional,17.7833,-96.3167,32.26,51,27,1.99,MX,1696007557
361,thinadhoo,0.5333,72.9333,28.42,74,13,6.44,MV,1696007557
362,doume,4.2333,13.45,22.34,85,92,0.71,CM,1696007557
363,bengkulu,-3.8004,102.2655,22.41,95,86,1.2,ID,1696007558
364,sao felix do xingu,-6.6447,-51.995,39.17,25,62,1.98,BR,1696007558
365,saynshand,44.8824,110.1163,9.82,46,34,2.35,MN,1696007558
366,lompoc,34.6391,-120.4579,22.18,81,17,0.89,US,1696007558
367,mora,11.0461,14.1401,27.74,62,65,1.83,CM,1696007558
368,griffith,41.5284,-87.4237,22.72,73,75,3.09,US,1696007558
369,liuboml,51.226,24.0373,17.9,54,4,2.96,UA,1696007558
370,alice springs,-23.7,133.8833,15.75,33,17,0.0,AU,1696007334
371,kidal,18.4411,1.4078,39.82,8,53,3.54,ML,1696007558
372,mangrul pir,20.3167,77.35,24.53,88,100,1.96,IN,1696007558
373,turgen,43.4006,77.5933,15.07,57,100,1.58,KZ,1696007558
374,san miguel panixtlahuaca,16.2484,-97.3843,27.75,52,100,0.92,MX,1696007558
375,kavaratti,10.5669,72.642,27.9,81,96,7.92,IN,1696007558
376,oliveira dos brejinhos,-12.3169,-42.8961,39.12,13,4,3.17,BR,1696007558
377,les cayes,18.2,-73.75,31.71,64,54,4.66,HT,1696007478
378,port shepstone,-30.7414,30.455,21.37,78,0,4.1,ZA,1696007559
379,mawlaik,23.6333,94.4167,24.4,98,98,0.87,MM,1696007559
380,taro,-8.3862,115.28,22.0,88,38,0.34,ID,1696007559
381,nafada,11.0956,11.3327,27.5,67,66,3.06,NG,1696007296
382,ixtapa,20.7,-105.2,32.35,79,75,1.34,MX,1696007559
383,fada,9.5667,8.3,21.05,92,99,0.64,NG,1696007559
384,al lagowa,11.4,29.1333,28.3,59,21,0.79,SD,1696007559
385,inirida,3.8653,-67.9239,37.1,40,59,1.03,CO,1696007559
386,nobres,-14.7203,-56.3275,39.75,26,67,0.98,BR,1696007560
387,castillos,-34.1667,-53.8333,16.51,76,100,2.65,UY,1696007560
388,wanning,18.8003,110.3967,25.88,92,13,2.23,CN,1696007560
389,gandajika,-6.75,23.95,25.54,55,93,0.71,CD,1696007560
390,hengshui,37.7322,115.7011,17.71,89,1,2.73,CN,1696007560
391,magumeri,12.1131,12.8274,28.47,58,68,1.56,NG,1696007561
392,lisala,2.15,21.5167,22.78,95,90,0.55,CD,1696007561
393,wainwright,52.839,-110.8572,11.65,56,99,3.45,CA,1696007381
394,minas de marcona,-15.2119,-75.1103,19.91,60,43,4.79,PE,1696007561
395,santana,-0.0583,-51.1817,34.1,49,40,6.69,BR,1696007561
396,port hedland,-20.3167,118.5667,23.03,88,9,0.0,AU,1696007562
397,touba,8.2833,-7.6833,28.73,77,85,0.9,CI,1696007563
398,n'zeto,-7.2312,12.8666,24.06,83,39,5.24,AO,1696007563
399,xinzhi,36.4989,111.7047,16.72,24,0,2.76,CN,1696007563
400,kokuy,52.2037,117.5529,5.27,68,82,0.87,RU,1696007563
401,mariinsk,56.2139,87.7472,7.19,88,86,2.51,RU,1696007563
402,pont rouge,48.8833,-72.0825,14.16,58,16,1.6,CA,1696007563
403,embi,48.8264,58.1442,13.49,48,24,2.61,KZ,1696007563
404,ylitornio,66.3089,23.6773,11.33,99,100,2.28,FI,1696007563
405,mazamari,-11.3258,-74.5308,27.64,75,100,1.5,PE,1696007563
406,komsomol'sk,49.0097,33.6455,20.3,38,0,3.14,UA,1696007564
407,pisco,-13.7,-76.2167,20.03,77,100,4.12,PE,1696007564
408,grand falls-windsor,48.9332,-55.6649,21.95,50,55,4.67,CA,1696007564
409,yanchep,-31.55,115.6833,16.45,65,89,4.64,AU,1696007564
410,carnarvon,-24.8667,113.6333,19.28,78,0,10.25,AU,1696007564
411,kodinsk,58.6881,99.1844,9.05,82,100,4.26,RU,1696007564
412,north bend,43.4065,-124.2243,15.14,100,100,2.57,US,1696007564
413,naze,28.3667,129.4833,25.13,84,80,2.42,JP,1696007564
414,mandal,25.45,74.5667,26.71,34,29,1.78,IN,1696007564
415,vila velha,-20.3297,-40.2925,22.97,79,75,6.17,BR,1696007347
416,ar rahad,12.7167,30.65,31.24,41,19,3.76,SD,1696007564
417,le port,-20.9373,55.2919,23.0,93,19,3.53,RE,1696007564
418,steinbach,50.1667,8.5667,22.02,60,0,6.17,DE,1696007334
419,estella-lizarra,42.6718,-2.0323,27.49,48,8,2.33,ES,1696007565
420,boa vista,2.8197,-60.6733,36.99,41,40,4.12,BR,1696007272
421,ngawi,-7.4038,111.4461,25.48,62,60,4.08,ID,1696007465
422,beruniy,41.6911,60.7525,16.98,48,0,2.06,UZ,1696007565
423,tralee,52.2704,-9.7026,14.14,82,40,3.6,IE,1696007565
424,banyo,6.75,11.8167,20.46,91,90,1.54,CM,1696007565
425,teguise,29.0605,-13.564,24.12,73,20,2.06,ES,1696007565
426,stornoway,58.2093,-6.3865,12.27,81,40,6.69,GB,1696007565
427,jinchang,38.4953,102.1739,14.28,55,26,0.84,CN,1696007565
428,freeport,40.6576,-73.5832,17.2,92,100,8.75,US,1696007330
429,richards bay,-28.783,32.0377,23.31,74,0,4.15,ZA,1696007565
430,podporozh'ye,60.9112,34.1706,15.73,90,94,3.47,RU,1696007565
431,liberty,31.8335,-81.5004,28.14,50,36,2.52,US,1696007566
432,abadiania,-16.2042,-48.7069,30.32,39,62,1.36,BR,1696007566
433,ust-tsilma,65.441,52.1498,3.15,69,87,2.24,RU,1696007566
434,pemangkat,1.1667,108.9667,25.32,89,97,2.2,ID,1696007566
435,al qubbah,32.7616,22.2424,19.69,76,2,7.24,LY,1696007566
436,valparaiso,-33.0393,-71.6273,16.67,57,0,5.66,CL,1696007566
437,namsos,64.4662,11.4957,11.03,93,100,3.09,NO,1696007566
438,flin flon,54.7682,-101.865,9.91,100,75,0.0,CA,1696007566
439,kailua-kona,19.6406,-155.9956,24.98,71,0,3.6,US,1696007566
440,tyukalinsk,55.8732,72.1967,9.82,77,65,2.55,RU,1696007566
441,crane,31.3974,-102.3501,29.7,43,3,10.5,US,1696007566
442,mangalore,12.8667,74.8833,25.48,100,75,2.57,IN,1696007566
443,fernie,49.5,-115.0687,11.05,94,100,1.51,CA,1696007566
444,suva,-18.1416,178.4415,21.71,68,75,2.57,FJ,1696007566
445,zhaotong,27.3167,103.7167,15.08,96,100,1.35,CN,1696007567
446,wahpeton,46.2652,-96.6059,17.4,100,100,3.6,US,1696007567
447,viedma,-40.8135,-62.9967,11.9,47,2,5.27,AR,1696007567
448,ta'izz,13.5,44.0,23.48,67,14,1.25,YE,1696007567
449,freetown,8.484,-13.2299,27.44,79,95,3.2,SL,1696007567
450,oranjemund,-28.55,16.4333,15.82,77,62,3.16,NA,1696007567
451,luanda,-8.8368,13.2343,24.0,78,0,5.66,AO,1696007404
452,kuanda,56.3161,116.0806,4.47,76,46,0.25,RU,1696007567
453,harrison,30.4091,-89.0436,29.31,53,0,3.6,US,1696007567
454,itoman,26.1247,127.6694,28.0,83,20,3.09,JP,1696007567
455,kindu,-2.95,25.95,23.29,78,68,0.25,CD,1696007567
456,canutama,-6.5339,-64.3831,42.5,22,30,1.61,BR,1696007567
457,myeik,12.4333,98.6,25.48,89,100,1.89,MM,1696007567
458,de queen,34.0379,-94.3413,29.47,54,0,1.54,US,1696007568
459,darwin,-12.4611,130.8418,26.99,69,40,2.06,AU,1696007525
460,monterey,36.2505,-121.2516,19.29,41,0,2.32,US,1696007568
461,hazorasp,41.3194,61.0742,16.91,27,12,2.96,UZ,1696007568
462,bamboo flat,11.7,92.7167,26.62,85,100,9.02,IN,1696007568
463,dzhambeyty,50.2536,52.595,17.06,47,60,3.26,KZ,1696007568
464,chicoana,-25.1009,-65.5331,21.7,34,42,4.78,AR,1696007568
465,sayat,38.7839,63.8803,21.17,25,53,3.92,TM,1696007568
466,malango,-2.9627,119.9001,19.41,99,100,0.45,ID,1696007568
467,sitka,57.0531,-135.33,8.94,87,75,2.57,US,1696007568
468,portland,45.5234,-122.6762,14.5,87,75,4.12,US,1696007359
469,floro,61.5996,5.0328,12.98,82,75,10.8,NO,1696007568
470,taguatinga,-12.3857,-46.5711,31.69,44,61,4.15,BR,1696007568
471,mariehamn,60.0973,19.9348,15.46,94,0,4.63,AX,1696007569
472,savsat,41.2403,42.3611,13.27,83,84,2.25,TR,1696007569
473,al fuwayliq,26.4432,43.2534,31.35,14,30,4.35,SA,1696007569
474,iola,37.9245,-95.4,31.39,48,0,5.14,US,1696007353
475,micheweni,-4.9667,39.8333,25.34,84,4,4.6,TZ,1696007569
476,sinop,41.7711,34.8709,16.72,88,77,1.84,TR,1696007569
477,enriquillo,17.9,-71.2333,30.82,61,77,5.03,DO,1696007569
478,norrtalje,59.758,18.705,15.24,86,64,3.29,SE,1696007569
479,bunia,1.5667,30.25,19.82,77,19,0.46,CD,1696007569
480,pangody,65.85,74.4859,-0.61,86,8,6.55,RU,1696007569
481,constitucion,-35.3333,-72.4167,16.45,52,0,3.96,CL,1696007569
482,amungan,15.3652,119.9582,26.88,85,95,0.85,PH,1696007569
483,ipatovo,45.7181,42.9036,18.56,40,9,4.13,RU,1696007569
484,spanish wells,26.323,-81.7957,32.79,68,40,4.12,US,1696007570
485,kayunga,0.7025,32.8886,19.38,90,56,0.84,UG,1696007570
486,palamos,41.8484,3.1291,27.94,53,0,3.74,ES,1696007570
487,severo-yeniseyskiy,60.3725,93.0408,4.02,95,100,2.46,RU,1696007570
488,suwalki,54.1118,22.9309,18.26,50,87,3.26,PL,1696007570
489,belokurikha,51.9959,84.9896,10.16,94,100,1.1,RU,1696007570
490,novodvinsk,64.4165,40.8122,10.99,95,68,3.46,RU,1696007570
491,kattivakkam,13.2167,80.3167,26.05,74,94,4.47,IN,1696007570
492,berdigestyakh,62.0989,126.6992,-2.32,63,61,0.96,RU,1696007570
493,hirara,24.8,125.2833,28.42,83,1,5.34,JP,1696007570
494,sundarnagar,31.5333,76.8833,20.76,68,0,2.38,IN,1696007570
495,praia,14.9215,-23.5087,31.3,58,75,5.66,CV,1696007570
496,nacala,-14.5428,40.6728,23.66,83,41,2.4,MZ,1696007570
497,bintulu,3.1667,113.0333,26.34,83,100,1.53,MY,1696007571
498,sebezh,56.2955,28.4654,15.84,67,98,2.44,RU,1696007571
499,glace bay,46.1969,-59.957,21.29,52,40,2.06,CA,1696007571
500,bay roberts,47.5999,-53.2648,19.25,65,19,4.47,CA,1696007571
501,jiuquan,39.7432,98.5174,12.15,26,86,2.19,CN,1696007571
502,lillehammer,61.1146,10.4674,11.16,91,89,1.93,NO,1696007571
503,rawson,-43.3002,-65.1023,10.97,42,1,3.72,AR,1696007447
504,chake chake,-5.2459,39.7666,24.86,84,5,3.92,TZ,1696007571
505,saudarkrokur,65.7461,-19.6394,5.37,80,96,2.7,IS,1696007571
506,muhlhausen,51.2167,10.45,22.86,57,83,5.71,DE,1696007571
507,akureyri,65.6835,-18.0878,4.36,95,100,1.24,IS,1696007304
508,farmington,36.7281,-108.2187,25.08,47,0,3.6,US,1696007571
509,dara,15.3484,-15.4799,35.26,42,91,6.33,SN,1696007571
510,fort bragg,35.139,-79.006,23.23,81,12,3.63,US,1696007571
511,xunchang,28.4543,104.715,20.36,90,100,0.25,CN,1696007571
512,kokopo,-4.352,152.2633,24.44,89,90,2.67,PG,1696007571
513,mangrol,21.1167,70.1167,26.07,76,79,5.65,IN,1696007572
514,numata,36.6333,139.05,20.07,89,98,1.05,JP,1696007572
515,rabo de peixe,37.8,-25.5833,23.73,99,20,6.17,PT,1696007572
516,arenapolis,-14.4503,-56.8461,37.48,30,84,0.82,BR,1696007572
517,tucuma,-0.1833,-50.05,33.67,43,13,4.18,BR,1696007572
518,ketchikan,55.3422,-131.6461,9.26,87,40,5.14,US,1696007391
519,hailar,49.2,119.7,5.83,54,31,3.5,CN,1696007572
520,al kharijah,25.4514,30.5464,36.65,8,23,4.66,EG,1696007572
521,qashyr,53.0675,76.1036,11.91,68,91,1.95,KZ,1696007572
522,longueau,49.8723,2.3588,17.43,69,76,4.79,FR,1696007572
523,orsk,51.2049,58.5668,14.82,50,98,4.32,RU,1696007572
524,hami,42.8,93.45,19.05,21,34,2.37,CN,1696007572
525,mount pearl,47.5166,-52.7813,18.58,57,75,10.29,CA,1696007572
526,broken hill,-31.95,141.4333,18.48,31,0,3.56,AU,1696007572
527,shihezi,44.3,86.0333,17.34,32,100,1.04,CN,1696007572
528,pacasmayo,-7.4006,-79.5714,22.49,74,77,6.43,PE,1696007573
529,as sulayyil,20.4607,45.5779,34.14,9,0,4.09,SA,1696007573
530,chibougamau,49.9168,-74.3659,18.79,52,0,1.54,CA,1696007573
531,san antonio de pale,-1.4014,5.6325,25.23,81,63,5.49,GQ,1696007573
532,porto barra do ivinheima,-22.9667,-53.6667,36.06,28,29,1.33,BR,1696007573
533,acarau,-2.8856,-40.12,31.74,54,51,8.35,BR,1696007317
534,undurkhaan,47.3194,110.6556,5.17,71,32,1.61,MN,1696007573
535,gokwe,-18.2048,28.9349,23.48,41,47,1.26,ZW,1696007573
536,terrace,54.5163,-128.6035,10.12,100,75,1.03,CA,1696007573
537,conception bay south,47.4999,-52.9981,18.91,63,13,5.58,CA,1696007432
538,salalah,17.0151,54.0924,27.05,89,0,1.54,OM,1696007573
539,aden,12.7794,45.0367,30.42,73,1,2.84,YE,1696007573
540,san luis de la loma,17.2706,-100.8939,31.11,67,19,2.59,MX,1696007573
541,imbituba,-28.24,-48.6703,21.59,68,82,6.14,BR,1696007573
542,madimba,-10.4,40.3333,24.04,82,12,3.44,TZ,1696007574
543,jackson,42.4165,-122.8345,13.77,82,100,0.45,US,1696007574
544,jeddah,21.5169,39.2192,33.92,55,1,2.57,SA,1696007407
545,kinango,-4.1372,39.3153,23.3,82,37,2.89,KE,1696007574
546,chabahar,25.2919,60.643,28.58,70,0,0.58,IR,1696007574
547,amga,60.8953,131.9608,-2.5,72,23,1.69,RU,1696007574
548,leninskoye,41.7589,69.3864,15.83,34,2,3.76,KZ,1696007574
549,soc trang,9.6033,105.98,24.96,90,92,2.74,VN,1696007574
550,idri,27.5,13.2667,31.18,24,86,4.3,LY,1696007574
551,boguchany,58.3814,97.4531,8.62,83,100,5.11,RU,1696007574
552,ponta delgada,37.7333,-25.6667,24.4,88,20,6.17,PT,1696007574
553,petal,31.3466,-89.2601,28.97,53,0,3.6,US,1696007574
554,sao gabriel da cachoeira,-0.1303,-67.0892,38.64,34,29,0.94,BR,1696007291
555,flying fish cove,-10.4217,105.6791,23.82,94,100,3.6,CX,1696007574
556,selfoss,63.9331,-20.9971,8.36,61,100,0.5,IS,1696007574
557,monchique,37.3177,-8.5553,23.41,35,18,1.82,PT,1696007574
558,al burayqah,30.4062,19.5739,24.97,68,0,6.93,LY,1696007575
559,challapata,-18.9,-66.7667,17.75,15,14,4.64,BO,1696007575
560,mahina,-17.5065,-149.489,25.87,73,20,1.54,PF,1696007575
561,guerrero negro,27.9769,-114.0611,21.57,65,22,4.43,MX,1696007575
562,tabas,33.5959,56.9244,25.12,15,3,2.06,IR,1696007575
563,elliot lake,46.3834,-82.6331,19.62,48,1,2.25,CA,1696007575
564,puerto santa,-8.9906,-78.6456,20.96,80,89,4.92,PE,1696007575
565,bikenibeu village,1.3673,173.1241,28.98,79,75,2.57,KI,1696007575
566,island harbour,50.724,-1.2758,18.29,81,21,1.79,GB,1696007575
567,goth radhan,27.1833,67.95,30.54,11,1,3.06,PK,1696007299
568,pacific grove,36.6177,-121.9166,18.83,85,75,3.6,US,1696007570
569,perstorp,56.1383,13.3948,17.78,100,75,4.63,SE,1696007575
570,labuan,5.2767,115.2417,27.62,76,69,2.98,MY,1696007575
